user_id,date,last_touch_marketing_channel
6454-4564-LEBG,9/16/17,Direct Load
6483-9297-QSAX,12/11/17,Email
6547-5591-HDAZ,9/8/17,Direct Load
6575-4937-KTUI,10/18/17,Organic Search
6591-0275-WLKL,11/24/17,Organic Search
6658-7520-CUXK,9/8/17,Push
6778-2887-YUBB,12/7/17,Organic Search
6842-8978-EXRK,11/14/17,Display
6914-5727-ILAV,12/4/17,Organic Search
7046-7642-XWFQ,12/11/17,Email
7074-4969-MCNF,11/26/17,Direct Load
7196-1071-XZJB,9/13/17,Email
7352-4962-QKYH,10/16/17,Email
7383-7356-NIMS,12/1/17,Paid Social
7389-2379-NEVK,10/24/17,Organic Search
7431-8727-DPHL,10/15/17,Organic Search
7552-3347-LHBF,11/22/17,Email
7575-5035-SXAA,10/5/17,Email
7676-7996-ECSB,11/13/17,Organic Search
7812-1376-NGDT,9/16/17,Organic Search
7827-9857-GFTC,10/6/17,Paid Social
7862-0975-RRFZ,11/7/17,Email
7864-2351-EORG,10/23/17,Push
7869-4277-VEGG,10/8/17,Email
7919-1659-KXWX,11/12/17,Organic Search
7926-4004-BBHL,10/16/17,Organic Search
8078-4573-GHYE,9/14/17,Organic Search
8134-4786-QHUK,9/22/17,Organic Search
8151-7919-WSCX,10/23/17,Direct Load
8190-4163-RZOF,10/21/17,Email
8276-5749-YKFH,8/20/17,Email
8350-6556-BKDI,10/1/17,Email
8379-9938-GCDW,12/11/17,Email
8404-9169-YONM,9/8/17,Email
8411-9655-AGEX,8/29/17,Email
8503-3602-JQVH,11/3/17,Direct Load
8510-1215-JSDQ,8/15/17,Email
8518-1916-YKQE,11/26/17,Direct Load
8609-8833-NVOO,12/23/17,Display
8664-1168-MQRO,9/7/17,Organic Search
8721-5020-ZUVM,12/14/17,Paid Social
8931-4409-IHUR,12/4/17,Push
8962-0867-QSOR,12/26/17,Email
9033-0483-BRLX,9/3/17,Direct Load
9046-4785-UXKH,12/13/17,Paid Social
9047-5291-NFZC,12/11/17,Organic Search
9084-2994-CEAD,11/4/17,Organic Search
9107-0979-DKOQ,11/30/17,Display
9263-3655-EUCR,8/26/17,Organic Search
9282-9542-KCAT,9/19/17,Paid Social
9283-1890-KEQO,9/15/17,Push
9325-6774-JFSU,11/29/17,Direct Load
9386-7321-YIRJ,10/22/17,Email
9396-9547-ZHNZ,11/12/17,Direct Load
9407-3824-WZXD,10/28/17,Paid Social
9443-6483-XZIU,8/15/17,Organic Search
9618-3015-VJNR,10/26/17,Direct Load
9661-5874-YCGM,9/15/17,Paid Social
9709-2134-FOSR,9/19/17,Direct Load
9760-2661-DETJ,8/10/17,Paid Social
9885-4929-RPOZ,10/16/17,Push
9887-8470-FGZP,12/15/17,Push
9891-5684-BLYJ,11/6/17,Push
9956-4205-YYXF,9/9/17,Organic Search
9964-9793-SAHO,11/19/17,Organic Search
9968-7870-CNON,8/16/17,Direct Load
0089-3221-ZROT,11/24/17,Push
0205-9273-KCHF,9/5/17,Organic Search
0271-4024-DAII,11/30/17,Direct Load
0282-4034-LFVH,9/7/17,Direct Load
0322-5935-ESQF,11/2/17,Push
0324-3084-UBQK,9/15/17,Email
0345-6778-EBFB,8/12/17,Push
0396-8275-ROHG,12/10/17,Organic Search
0454-6997-HBHA,11/25/17,Email
0485-5503-DVHU,8/30/17,Push
0497-7158-XSGX,10/14/17,Organic Search
0525-0686-UKHP,8/17/17,Organic Search
0591-6987-ITXK,9/20/17,Direct Load
0603-2751-AHDH,8/11/17,Push
0613-7771-WYTT,11/9/17,Push
0622-7786-ESJN,9/24/17,Email
0666-4736-LBPK,12/10/17,Email
0760-3367-OQTF,9/21/17,Organic Search
0869-0625-LNYD,11/18/17,Organic Search
0957-8920-OZFV,8/22/17,Direct Load
0982-9751-BAFH,9/12/17,Paid Social
1039-1703-FNTL,9/12/17,Organic Search
1109-8753-JJIE,12/4/17,Display
1120-3168-GYSO,11/7/17,Email
1141-4682-QUTC,10/22/17,Email
1175-8629-IOYO,9/26/17,Direct Load
1272-9235-QUVH,11/28/17,Direct Load
1285-6370-BMTG,10/14/17,Email
1307-0030-JCFR,12/13/17,Organic Search
1389-3561-RGNR,11/30/17,Direct Load
1437-1235-XFKY,12/17/17,Direct Load
1472-8369-WHZP,8/22/17,Direct Load
1607-5478-VIYU,10/1/17,Direct Load
1618-8247-UKGG,8/26/17,Push
2082-1419-WZTH,11/10/17,Email
2109-7380-TNYK,11/20/17,Direct Load
2128-5505-TACK,8/30/17,Organic Search
2135-0689-QERL,11/25/17,Paid Social
2159-9028-LVYN,9/24/17,Push
2171-2551-XFDB,10/6/17,Paid Social
2182-1838-YCSS,8/27/17,Email
2257-0296-OXYQ,11/30/17,Direct Load
2390-2156-KDGQ,11/9/17,Direct Load
2396-6185-CWWF,8/5/17,Email
2425-2937-VGHM,9/16/17,Organic Search
2570-6865-FIEI,9/23/17,Email
2649-0027-ZLBS,10/4/17,Organic Search
2807-2436-ZBRW,12/3/17,Email
2815-8870-UHIQ,9/6/17,Push
2843-1638-NFKC,11/5/17,Paid Social
2857-3492-DDUH,12/11/17,Organic Search
2884-8733-ONLK,11/5/17,Paid Social
2927-5028-NKMK,11/12/17,Direct Load
3051-4512-AXSP,10/7/17,Email
3089-8620-BJWM,10/7/17,Email
3123-2921-ZVEB,11/30/17,Organic Search
3386-3817-EQZL,8/6/17,Email
3462-5786-JZAT,10/11/17,Email
3585-9068-WFBZ,12/8/17,Paid Social
3620-6384-EXKH,11/26/17,Push
3656-9179-BKCB,9/3/17,Email
3709-9856-OSOU,11/20/17,Push
3730-8866-TTVB,12/13/17,Organic Search
3787-2796-UELJ,9/19/17,Push
3887-2068-PCZV,9/14/17,Display
3954-9992-MGJY,10/22/17,Direct Load
4066-7314-TGGT,10/17/17,Direct Load
4112-5075-TTSH,12/15/17,Organic Search
4217-8971-JKPA,12/24/17,Push
4295-1396-DDCH,10/31/17,Direct Load
4303-2926-QNUI,10/15/17,Display
4305-1904-ROWN,8/17/17,Direct Load
4423-1302-FREK,10/10/17,Direct Load
4497-4578-TCQD,9/26/17,Direct Load
4527-6871-RYXL,9/7/17,Direct Load
4590-6199-TTVB,9/9/17,Direct Load
4619-5922-ICXQ,10/13/17,Paid Social
4647-4982-QWFS,12/7/17,Direct Load
4683-2308-TKCD,11/19/17,Direct Load
4728-9626-EPCF,9/15/17,Paid Social
4810-7185-KGMB,12/22/17,Organic Search
4952-4751-FRVC,10/8/17,Direct Load
4990-1064-NBLG,11/27/17,Push
5052-5339-JGDT,11/19/17,Paid Social
5167-2420-SCDX,8/27/17,Organic Search
5213-3785-DIFA,12/16/17,Email
5248-8842-XZYD,9/30/17,Email
5255-6269-DSIJ,8/29/17,Email
5281-5955-QANN,10/22/17,Email
5300-0541-KBAH,9/21/17,Organic Search
5400-7794-MPAL,10/25/17,Direct Load
5424-7011-PAVS,10/22/17,Email
5535-4859-KLAA,11/3/17,Paid Social
5569-8727-YDQX,11/10/17,Email
5594-6814-FITL,9/25/17,Organic Search
5613-7351-MSFU,11/26/17,Direct Load
5766-6062-OHLF,10/14/17,Paid Social
5777-9324-UYNU,9/15/17,Push
5831-3326-PKTG,9/7/17,Organic Search
6033-0959-ITOY,9/7/17,Organic Search
6058-6353-EZZO,10/24/17,Display
6170-5447-BYLP,12/13/17,Organic Search
6188-8424-QHQU,10/5/17,Email
6265-7338-AUDL,8/8/17,Email
6416-3632-TBIJ,11/23/17,Push
6564-2164-EDCY,11/7/17,Direct Load
6570-7824-QESD,8/27/17,Organic Search
6581-9719-RQLV,8/3/17,Direct Load
6611-8726-OWEW,12/19/17,Direct Load
6623-2859-OHGM,8/24/17,Organic Search
6668-3895-TIGN,8/31/17,Email
6668-5650-ZMNE,11/9/17,Push
6698-2058-RKQX,9/29/17,Organic Search
6735-4237-ONXH,12/24/17,Email
6740-6617-ILJY,10/26/17,Email
6755-6575-GEAG,12/8/17,Direct Load
6789-2278-OCYL,8/18/17,Organic Search
6856-6157-HMJM,11/24/17,Organic Search
6923-5210-XPDD,12/5/17,Push
6939-8899-FVWI,9/17/17,Direct Load
6941-1075-YHUJ,10/25/17,Direct Load
6957-5020-GJKD,11/17/17,Organic Search
6959-0140-HHDC,8/8/17,Email
7053-9833-KKOC,12/20/17,Direct Load
7188-9262-BOPG,11/16/17,Push
7234-2999-NOOX,11/16/17,Direct Load
7249-6758-EOCA,12/7/17,Organic Search
7279-9436-PDLN,9/9/17,Organic Search
7315-6512-IIFO,11/29/17,Organic Search
7434-1261-XJBU,10/13/17,Email
7481-3637-AZSR,11/14/17,Direct Load
7507-2717-YMHE,9/22/17,Display
7629-1312-QHTF,8/31/17,Push
7653-2561-XCYI,11/27/17,Organic Search
7774-2266-VHZR,12/5/17,Email
7883-2918-NRPT,10/6/17,Email
7916-0966-RNDU,8/21/17,Organic Search
7962-6530-VKSQ,8/31/17,Email
8021-9889-WEYS,8/10/17,Email
8055-1926-KQZY,10/26/17,Organic Search
8088-2339-PCMS,9/26/17,Direct Load
8197-0249-PRLO,11/7/17,Direct Load
8212-3243-RBBM,8/12/17,Direct Load
8281-9489-FKLV,11/13/17,Direct Load
8285-5687-QPMJ,10/31/17,Organic Search
8291-6557-CUUW,11/14/17,Push
8386-8705-WXLZ,10/31/17,Organic Search
8395-5437-ELPS,11/21/17,Organic Search
8589-8334-VEQN,9/10/17,Display
8760-6796-NPLT,10/13/17,Direct Load
8768-5106-CTPN,9/14/17,Direct Load
8840-8913-PSLN,12/9/17,Email
8850-4281-PZQF,9/25/17,Organic Search
8889-1079-VJRS,10/17/17,Organic Search
8947-3579-DZHV,9/28/17,Organic Search
9023-2992-RHNE,11/11/17,Email
9063-3114-BCFB,12/2/17,Organic Search
9120-9068-BHEY,11/13/17,Direct Load
9129-7040-GNTF,11/9/17,Email
9155-2221-BOLG,10/5/17,Push
9163-6213-JAJC,9/11/17,Direct Load
9165-0111-NJKU,12/13/17,Email
9218-9642-KUUL,9/7/17,Organic Search
9222-0726-RUVW,11/24/17,Email
9259-4499-VONS,9/4/17,Email
9324-3134-EVJA,11/13/17,Organic Search
9436-4511-OFGY,11/20/17,Email
9604-3212-VRRY,11/2/17,Email
9621-9366-CDZO,12/3/17,Organic Search
9633-3555-XADW,10/30/17,Push
9636-1575-EGQL,12/15/17,Direct Load
9740-3145-OQXV,11/13/17,Push
9774-6575-HSTV,9/29/17,Organic Search
9848-2583-KESG,9/2/17,Email
9981-3865-XRIP,8/3/17,Direct Load
0004-3366-AIQX,9/23/17,Paid Social
0103-5351-OUDY,12/7/17,Direct Load
0106-3485-QHMI,12/12/17,Direct Load
0127-9522-DAZL,9/25/17,Direct Load
0129-7524-KAQM,9/15/17,Email
0319-6966-BZNP,12/9/17,Organic Search
0327-9147-YJFU,9/27/17,Organic Search
0360-8114-DOMX,8/21/17,Organic Search
0503-0143-ATKA,11/22/17,Organic Search
0837-3060-KWDB,10/17/17,Organic Search
0866-8551-QEFS,10/8/17,Email
0886-1832-VESH,9/25/17,Paid Social
0904-0060-IYSJ,8/25/17,Paid Social
0906-3735-VRSX,12/17/17,Organic Search
0918-1799-EVGR,9/17/17,Direct Load
0950-7503-GUJF,10/10/17,Direct Load
1079-0047-YRAR,9/24/17,Direct Load
1110-7451-XYUJ,8/23/17,Push
1117-9487-NMKU,9/10/17,Organic Search
1293-7878-SJCO,9/20/17,Email
1383-5913-YJAZ,10/8/17,Display
1703-3585-XDQI,9/5/17,Email
1830-2608-JEJT,11/12/17,Direct Load
1851-2352-ATPH,12/8/17,Organic Search
1872-3192-NPWX,11/6/17,Organic Search
1876-1358-OUJO,10/19/17,Organic Search
1929-4865-YZTC,11/13/17,Email
1988-3811-GYYV,9/5/17,Email
2058-1390-TBZZ,8/20/17,Paid Social
2066-5508-XJJX,11/11/17,Organic Search
2084-1303-OFPJ,12/13/17,Organic Search
2132-9268-VQAE,12/2/17,Direct Load
2225-5747-XKGC,8/19/17,Email
2261-8110-VUCJ,10/28/17,Email
2341-7503-CISI,8/29/17,Paid Social
2358-1399-XCMP,11/9/17,Organic Search
2365-3612-NMIR,10/28/17,Organic Search
2365-8800-WEXX,12/2/17,Push
2396-5021-FHEA,8/16/17,Email
2501-7684-LPFK,9/14/17,Direct Load
2512-0935-PBKU,8/31/17,Display
2659-0580-OOSJ,9/25/17,Email
2663-4027-GIEN,11/2/17,Display
2664-4553-AHNG,10/6/17,Organic Search
2720-7998-DYEQ,10/29/17,Direct Load
2759-0132-MOJR,10/13/17,Paid Social
2847-2214-DKRE,9/8/17,Organic Search
2918-5901-OIYI,9/28/17,Email
2928-6947-GUWD,12/5/17,Direct Load
3092-8277-GKNV,9/5/17,Push
3093-6627-ESMB,9/27/17,Email
3133-4821-QRJA,11/17/17,Display
3135-9502-DCEO,9/6/17,Email
3166-4997-QTTW,12/8/17,Direct Load
3232-7085-SETO,10/24/17,Direct Load
3333-6022-JVDY,11/15/17,Paid Social
3346-8022-LKBV,10/14/17,Email
3358-2437-PTRW,11/25/17,Push
3405-4264-DQCC,8/27/17,Email
3427-3471-GQYU,11/20/17,Organic Search
3471-9701-PAFA,11/12/17,Email
3507-4281-MGEY,10/14/17,Direct Load
3535-7514-GPYW,10/18/17,Display
3645-1073-GWMB,11/6/17,Push
3728-0904-NPEV,9/12/17,Push
3779-8949-MLRT,11/8/17,Paid Social
3784-7235-XWOH,12/6/17,Email
3820-2627-TLST,9/6/17,Email
3917-5526-UDKI,10/12/17,Push
4030-6678-FFEP,11/7/17,Paid Social
4037-1184-SKBJ,11/18/17,Organic Search
4062-1410-YIEA,9/28/17,Direct Load
4068-8253-UJOR,12/25/17,Email
4088-4845-ZCIJ,12/12/17,Direct Load
4131-1489-ONVL,12/2/17,Organic Search
4168-4353-RKQT,9/12/17,Direct Load
4186-0192-YJNM,10/25/17,Direct Load
4192-5975-PDZC,10/1/17,Paid Social
4314-1410-OJFC,8/31/17,Direct Load
4321-0780-ITRL,12/6/17,Organic Search
4324-7503-PUCA,10/26/17,Push
4451-5407-NXQZ,11/15/17,Organic Search
4567-4899-SMBC,12/2/17,Organic Search
4584-5484-HICU,11/13/17,Direct Load
4614-7032-UYFZ,11/11/17,Direct Load
4634-9222-UTTI,11/3/17,Direct Load
4655-8736-GZPG,12/16/17,Email
4681-7199-WCOA,10/15/17,Direct Load
4707-3123-UDMJ,11/28/17,Paid Social
4794-6459-BHON,10/21/17,Organic Search
4849-3597-HVRD,10/15/17,Email
4901-7219-VZXX,9/10/17,Display
5100-3633-MFED,11/1/17,Organic Search
5230-8813-ONAZ,12/9/17,Email
5303-3249-MWSE,10/4/17,Organic Search
5346-7692-PBOD,8/15/17,Organic Search
5360-1214-LFZH,10/31/17,Email
5379-6698-POAD,10/6/17,Email
5394-8823-PDMZ,12/7/17,Direct Load
5494-4804-YETZ,10/16/17,Direct Load
5527-0282-ECAM,10/27/17,Organic Search
5547-5106-QSWI,10/1/17,Organic Search
5618-8298-OURO,12/15/17,Email
5628-3035-DIGK,12/18/17,Direct Load
5672-5924-IMPF,10/12/17,Email
5802-4777-HCCY,8/29/17,Direct Load
5878-8387-DXZJ,10/30/17,Direct Load
5976-6304-VCNB,11/2/17,Paid Social
5990-8970-OHPL,11/2/17,Direct Load
6030-0749-YTJR,11/10/17,Direct Load
6054-9569-SMQE,9/17/17,Organic Search
6077-9239-BXBD,11/15/17,Organic Search
6171-7430-ZEKR,12/14/17,Email
6212-7220-GLGX,11/24/17,Direct Load
6262-6995-JDEP,8/20/17,Email
6283-5510-GVSR,12/4/17,Paid Social
6332-1581-QAFE,8/13/17,Organic Search
6391-1916-OZGW,10/30/17,Direct Load
6505-9857-ZWKT,10/11/17,Email
6515-4080-FNCF,11/24/17,Paid Social
6635-2655-QGLI,11/28/17,Direct Load
6649-1212-DQAP,12/2/17,Paid Social
7043-3582-QEDT,9/3/17,Direct Load
7120-7959-TEVR,12/30/17,Organic Search
7256-9604-EVYU,8/13/17,Direct Load
7317-4452-GFJC,10/15/17,Direct Load
7425-0630-AGHF,9/3/17,Email
7440-4018-ALAM,8/24/17,Organic Search
7462-1611-AJSO,10/25/17,Push
7471-8197-WKHK,12/12/17,Email
7500-5743-TYPG,10/22/17,Organic Search
7533-9924-EOTM,11/1/17,Push
7545-4504-TUMD,11/16/17,Email
7552-7172-FPSM,11/16/17,Email
7685-6488-EKHK,12/8/17,Organic Search
7689-3799-TXYV,9/4/17,Organic Search
7741-1780-WTGC,11/20/17,Direct Load
7863-5405-SKHJ,10/20/17,Organic Search
7935-8019-EZEY,11/30/17,Push
7948-2251-DPXG,12/16/17,Email
7970-2366-ONOA,9/11/17,Paid Social
7975-7453-ZBEL,11/10/17,Organic Search
8004-9098-EWOO,10/9/17,Organic Search
8181-8055-QBET,12/13/17,Direct Load
8207-8530-KXDD,8/14/17,Paid Social
8217-9489-TNRQ,11/28/17,Push
8225-4321-TSBN,12/16/17,Organic Search
8286-0574-KANA,11/25/17,Organic Search
8286-2309-KDOB,8/29/17,Organic Search
8340-9484-OXWM,11/17/17,Organic Search
8403-5495-QCAK,11/8/17,Paid Social
8420-5044-YHQL,11/8/17,Direct Load
8431-8123-GWPA,11/18/17,Organic Search
8507-5150-XQPC,10/22/17,Organic Search
8510-3114-LHRC,8/14/17,Display
8513-9296-YNCP,12/17/17,Organic Search
8536-0194-JPUQ,8/14/17,Email
8583-5136-MAMY,12/18/17,Organic Search
8588-2320-MQHX,9/14/17,Email
8806-3243-UJPM,12/13/17,Push
8837-5361-RXVY,11/30/17,Direct Load
8997-8762-IVDZ,9/20/17,Paid Social
9072-7301-XLPX,8/26/17,Organic Search
9084-3324-MCLO,8/13/17,Organic Search
9116-5784-GIHR,12/20/17,Organic Search
9228-3785-PDYS,12/18/17,Display
9235-1527-VJOU,12/7/17,Direct Load
9242-0167-YSWY,11/29/17,Direct Load
9260-0791-ELRV,8/13/17,Direct Load
9325-9528-GVEE,10/12/17,Email
9583-4724-IEMX,11/12/17,Push
9624-9416-LXYL,8/18/17,Display
9633-3919-WILU,11/4/17,Paid Social
9639-7261-GMTB,9/5/17,Display
9651-0492-IKHB,8/31/17,Organic Search
9738-1950-HZUG,11/25/17,Organic Search
9788-9983-EXWT,12/1/17,Organic Search
9820-8782-XQFP,10/13/17,Organic Search
9821-1250-GVTA,10/21/17,Organic Search
9832-1054-XCBW,8/31/17,Push
9874-4018-OXEV,10/10/17,Email
9946-6495-KVRX,12/2/17,Email
0045-3401-NIIC,11/1/17,Email
0160-2415-VAHN,10/6/17,Email
0240-4148-EPRI,11/24/17,Email
0253-9913-RTIY,9/4/17,Email
0257-3798-SLCY,11/2/17,Direct Load
0309-9932-YLDK,10/23/17,Direct Load
0347-3585-XJPN,10/28/17,Push
0355-3585-WCCV,12/21/17,Email
0435-8674-RFZP,8/6/17,Organic Search
0507-7156-CWZI,10/19/17,Paid Social
0567-5601-PVID,12/11/17,Organic Search
0620-2330-REIE,11/30/17,Direct Load
0672-0539-LQBM,12/16/17,Email
0723-9751-SNUB,9/7/17,Direct Load
0727-3008-GFSD,11/12/17,Direct Load
0842-8483-VPTP,10/28/17,Organic Search
0846-9970-LBYC,12/10/17,Organic Search
0847-8023-ZKXA,9/25/17,Email
0921-2215-OQNV,8/28/17,Email
1037-5077-YGIL,9/14/17,Direct Load
1133-8222-ANNG,11/22/17,Paid Social
1139-8037-LNET,10/5/17,Organic Search
1183-7898-RFNP,11/18/17,Display
1246-1456-VWPY,12/4/17,Email
1283-3143-TMRB,11/9/17,Organic Search
1294-8757-VYOF,11/14/17,Direct Load
1477-6872-PJXN,8/21/17,Organic Search
1604-2209-XGQB,11/17/17,Push
1670-2807-UGJJ,10/6/17,Email
1704-5987-LYRA,9/24/17,Organic Search
1794-9122-CNQB,11/14/17,Organic Search
1865-9458-CKQH,11/23/17,Direct Load
1900-1855-FBLP,9/23/17,Direct Load
1919-8913-KDEP,11/18/17,Email
1945-4240-RGSU,11/10/17,Push
1952-8817-SJWD,12/1/17,Push
2034-3840-GJLB,9/7/17,Organic Search
2233-5202-ILWS,10/27/17,Organic Search
2279-9437-VTPS,8/22/17,Email
2289-9548-JNFG,10/23/17,Organic Search
2325-6472-NGAG,11/17/17,Organic Search
2378-7810-OXVI,12/14/17,Email
2489-2866-ISDH,11/22/17,Organic Search
2545-7069-BGXP,12/14/17,Direct Load
2594-2035-VFON,11/25/17,Organic Search
2727-3079-FUPN,12/20/17,Organic Search
2806-6160-XAOO,9/20/17,Direct Load
2831-7520-TATJ,11/18/17,Email
2845-7016-CUWU,11/9/17,Email
2918-5377-DMMH,12/25/17,Direct Load
2921-1873-DJWN,11/25/17,Organic Search
3028-6975-DTSJ,12/14/17,Direct Load
3054-7887-WADE,12/17/17,Direct Load
3117-6027-KLMY,11/26/17,Direct Load
3148-5170-EPKF,11/24/17,Paid Social
3231-1921-NNOI,9/21/17,Email
3253-5594-WKXQ,11/26/17,Organic Search
3335-0007-PHQD,8/22/17,Direct Load
3401-9526-VUIS,9/18/17,Email
3454-0645-ITUU,12/13/17,Email
3512-3150-IZVE,10/6/17,Email
3554-4430-ULKX,9/14/17,Push
3699-9962-OQLE,12/8/17,Direct Load
3725-0834-LNRC,12/2/17,Organic Search
3832-1189-CFNR,8/30/17,Push
3902-3759-PXPD,11/19/17,Email
4025-4033-PKRV,10/13/17,Email
4057-1947-XEXC,8/6/17,Organic Search
4135-8268-XRYS,12/21/17,Direct Load
4143-0422-UIDB,9/25/17,Email
4306-2328-BQMJ,8/24/17,Paid Social
4336-2320-IBOP,9/8/17,Direct Load
4386-0116-BYXY,8/22/17,Paid Social
4388-6156-HCHE,10/29/17,Organic Search
4453-1203-CLEI,10/23/17,Email
4591-0048-GNFJ,8/21/17,Email
4601-4935-OYLW,9/8/17,Paid Social
4648-6446-QMXQ,12/18/17,Push
4652-2055-XPJZ,10/11/17,Email
4661-7615-KZPK,11/7/17,Organic Search
4669-6180-OTUX,12/1/17,Organic Search
4880-5812-JNOP,10/26/17,Email
4908-4861-TBMR,9/26/17,Organic Search
5029-2105-COOA,8/30/17,Organic Search
5073-5790-ZSST,8/14/17,Organic Search
5078-7576-GLCF,10/20/17,Display
5172-6165-WVRL,11/24/17,Direct Load
5184-3795-FENV,11/3/17,Organic Search
5190-2980-DGIV,8/22/17,Email
5219-2622-QACR,10/4/17,Direct Load
5252-9701-QMOC,9/10/17,Direct Load
5350-0308-TUTS,10/13/17,Organic Search
5373-5965-AVLP,11/12/17,Organic Search
5406-1961-IIZA,12/10/17,Email
5426-7475-UVBH,10/18/17,Email
5507-1670-VPZY,12/23/17,Organic Search
5531-3325-MSJJ,11/1/17,Paid Social
5571-3329-LURH,10/22/17,Email
5613-2093-QWGL,9/12/17,Paid Social
5774-4113-DFBJ,11/8/17,Push
5941-7493-QPRW,11/19/17,Organic Search
6047-4495-NYGG,12/1/17,Organic Search
6066-6695-FPRG,11/20/17,Email
6066-6967-HWIL,8/11/17,Paid Social
6192-8116-MHLZ,10/5/17,Organic Search
6400-0041-HXYR,8/16/17,Email
6407-6505-GMAO,12/13/17,Direct Load
6491-9386-QIBE,9/18/17,Email
6512-6671-LKZS,11/3/17,Organic Search
6541-5421-SDAG,11/15/17,Paid Social
6594-7420-GAMB,11/26/17,Direct Load
6607-0233-RGNW,12/19/17,Display
6726-5327-NTVT,8/18/17,Email
6817-4259-JDWK,10/3/17,Organic Search
6822-8582-VVPK,11/24/17,Email
6970-1565-UJIV,8/25/17,Email
6991-7506-SUVS,11/16/17,Paid Social
7030-8636-DDVZ,9/22/17,Organic Search
7164-2458-ZRKL,8/24/17,Organic Search
7165-4612-LSTV,11/19/17,Organic Search
7245-7058-RRPE,11/26/17,Direct Load
7441-6439-ZCDB,8/21/17,Direct Load
7645-4997-TERI,10/19/17,Organic Search
7711-8924-BUTZ,9/23/17,Email
7731-7407-LJAY,10/8/17,Paid Social
7779-9162-BGKM,11/13/17,Push
7838-7979-HHTA,11/24/17,Direct Load
7962-2818-XDGH,12/23/17,Display
8035-5523-HZYG,9/2/17,Direct Load
8168-0182-GPPK,11/10/17,Organic Search
8184-1599-ICLJ,11/16/17,Organic Search
8248-4303-ZBGO,10/21/17,Direct Load
8484-1629-UVNI,9/22/17,Organic Search
8516-3363-LHYS,8/22/17,Paid Social
8518-4278-JGYR,10/10/17,Display
8594-2555-QRPA,11/20/17,Direct Load
8661-4637-KWUZ,8/14/17,Push
8709-3817-XFNM,8/20/17,Email
8812-6374-NNYY,12/7/17,Direct Load
8834-5866-TYTI,12/13/17,Direct Load
8850-3260-HRSE,12/7/17,Organic Search
8863-2309-SDFX,10/12/17,Direct Load
8873-8311-MXAS,11/20/17,Organic Search
8877-2714-JWYQ,11/11/17,Push
8898-3416-MUAO,12/12/17,Organic Search
8931-1021-URPR,10/9/17,Direct Load
8936-9039-QLOD,11/11/17,Organic Search
9055-9078-MRFF,8/16/17,Display
9068-6180-ABRB,10/27/17,Organic Search
9071-8388-MTYH,8/31/17,Paid Social
9206-0061-FLUO,10/10/17,Display
9283-9188-HMWH,11/27/17,Direct Load
9297-3723-BLIV,12/13/17,Direct Load
9327-4311-MZKE,12/17/17,Email
9334-9109-YUNN,9/4/17,Organic Search
9424-9457-XFNS,10/11/17,Push
9475-7907-MTYU,8/22/17,Direct Load
9511-0219-JOPA,9/12/17,Organic Search
9517-6231-CLPC,8/16/17,Organic Search
9570-2894-BMXI,9/17/17,Push
9638-2672-MHLK,8/23/17,Direct Load
9683-9300-QIBB,10/15/17,Organic Search
9778-5414-LRSF,12/13/17,Paid Social
9790-8275-JRQU,11/18/17,Direct Load
9801-2155-XSTE,11/21/17,Email
9842-1988-FALB,11/23/17,Push
0047-4268-KIAH,9/2/17,Email
0089-5405-BDLD,10/20/17,Display
0198-7364-NDIT,12/8/17,Organic Search
0247-7471-KEOV,11/5/17,Paid Social
0298-4324-HLWP,9/27/17,Push
0302-2458-JBIO,11/12/17,Organic Search
0345-5510-WYJZ,12/12/17,Organic Search
0519-7357-XRRL,11/4/17,Email
0571-4939-QJLT,11/17/17,Display
0580-1602-HVJX,12/3/17,Direct Load
0634-5993-ORFW,9/29/17,Display
0681-6026-PIVO,12/17/17,Push
0707-7507-RQSX,11/24/17,Email
0722-4684-TVBJ,9/14/17,Organic Search
0757-0042-GNIJ,10/14/17,Organic Search
0790-9289-OKBI,8/22/17,Email
0804-0359-URFX,11/5/17,Organic Search
0904-5606-AZDF,9/6/17,Paid Social
1098-0343-VPSE,10/6/17,Email
1180-2984-MCCP,10/8/17,Direct Load
1266-5734-NGTX,12/6/17,Organic Search
1299-8900-NETL,11/4/17,Organic Search
1514-4308-PPPQ,12/5/17,Direct Load
1529-8443-YPUW,11/12/17,Direct Load
1599-3972-TGIC,11/23/17,Email
1648-2960-VZYU,12/27/17,Direct Load
1693-4412-NGGY,10/19/17,Organic Search
1703-0010-UADJ,11/9/17,Organic Search
1740-6567-JNKM,11/15/17,Push
1765-2815-BBBF,8/22/17,Paid Social
1771-7158-KIXH,11/22/17,Direct Load
1815-3217-HBFJ,11/23/17,Direct Load
1837-7854-MSXK,10/12/17,Push
1973-1508-WUSD,9/26/17,Email
1984-5390-EHFK,12/25/17,Push
2116-2851-HLMP,9/9/17,Direct Load
2158-3987-ALBD,9/14/17,Email
2164-9414-DGUI,8/25/17,Email
2487-2962-JYEC,11/28/17,Email
2533-4966-AZQE,11/19/17,Direct Load
2589-9629-TPZI,8/16/17,Paid Social
2650-0610-EAZI,9/15/17,Email
2792-4115-UDJY,11/24/17,Organic Search
2872-4094-XNAT,10/17/17,Direct Load
2918-9774-ENAH,10/7/17,Direct Load
2939-0566-SVOY,9/8/17,Email
2959-0046-DWMN,10/12/17,Display
3078-4752-WGPF,9/22/17,Email
3086-3745-YJPQ,9/27/17,Direct Load
